Transaction ID;Date;Customer ID;Gender;Age;Product Category;Quantity;Price per Unit;Total Amount
369;Wednesday;CUST369;Male;23;Electronics;3;500;100
372;Tuesday;CUST372;Female;24;Beauty;3;500;2000
385;Friday;CUST385;Male;50;Electronics;3;500;90
421;Monday;CUST421;Female;37;Clothing;3;500;2000
452;Monday;CUST452;Female;48;Clothing;3;500;200
463;Monday;CUST463;Female;54;Beauty;3;500;100
474;Saturday;CUST474;Female;26;Clothing;3;500;100
506;Saturday;CUST506;Male;34;Beauty;3;500;1500
507;Thursday;CUST507;Female;37;Electronics;3;500;300
522;Sunday;CUST522;Male;46;Beauty;3;500;60
533;Thursday;CUST533;Male;19;Electronics;3;500;50
580;Wednesday;CUST580;Female;31;Clothing;3;500;200
608;Saturday;CUST608;Female;55;Electronics;3;500;100
611;Friday;CUST611;Male;51;Beauty;3;500;90
636;Thursday;CUST636;Female;21;Beauty;3;500;150
647;Sunday;CUST647;Male;59;Clothing;3;500;90
673;Wednesday;CUST673;Female;43;Clothing;3;500;100
676;Wednesday;CUST676;Male;63;Electronics;3;500;500
677;Friday;CUST677;Female;19;Beauty;3;500;2000
693;Sunday;CUST693;Male;41;Beauty;3;500;30
710;Tuesday;CUST710;Female;26;Electronics;3;500;500
711;Monday;CUST711;Male;26;Electronics;3;500;120
720;Thursday;CUST720;Female;56;Beauty;3;500;2000
805;Friday;CUST805;Female;30;Beauty;3;500;1000
843;Monday;CUST843;Male;21;Beauty;3;500;60
859;Friday;CUST859;Female;56;Electronics;3;500;600
869;Wednesday;CUST869;Male;37;Beauty;3;500;1000
942;Saturday;CUST942;Male;51;Clothing;3;500;100
956;Saturday;CUST956;Male;30;Clothing;3;500;1200
2;Monday;CUST002;Female;26;Clothing;2;500;30
26;Saturday;CUST026;Female;28;Electronics;2;500;600
49;Monday;CUST049;Female;54;Electronics;2;500;50
94;Friday;CUST094;Female;47;Beauty;2;500;25
97;Friday;CUST097;Female;51;Beauty;2;500;1000
104;Sunday;CUST104;Female;34;Beauty;2;500;500
117;Wednesday;CUST117;Male;19;Electronics;2;500;50
137;Saturday;CUST137;Male;46;Beauty;2;500;1200
153;Saturday;CUST153;Male;63;Electronics;2;500;75
161;Wednesday;CUST161;Male;64;Beauty;2;500;2000
203;Tuesday;CUST203;Male;56;Clothing;2;500;900
235;Tuesday;CUST235;Female;23;Electronics;2;500;1500
237;Saturday;CUST237;Female;50;Beauty;2;500;1500
256;Saturday;CUST256;Male;23;Clothing;2;500;50
274;Sunday;CUST274;Female;23;Clothing;2;500;100
275;Saturday;CUST275;Male;43;Clothing;2;500;1500
297;Monday;CUST297;Female;40;Electronics;2;500;30
299;Tuesday;CUST299;Male;61;Electronics;2;500;1000
346;Saturday;CUST346;Male;59;Clothing;2;500;2000
352;Sunday;CUST352;Male;57;Electronics;2;500;150
382;Friday;CUST382;Female;53;Clothing;2;500;50
393;Wednesday;CUST393;Female;22;Beauty;2;500;200
395;Wednesday;CUST395;Male;50;Electronics;2;500;120
404;Thursday;CUST404;Male;46;Electronics;2;500;60
418;Saturday;CUST418;Female;60;Electronics;2;500;2000
432;Thursday;CUST432;Female;60;Electronics;2;500;100
453;Friday;CUST453;Female;26;Clothing;2;500;90
461;Saturday;CUST461;Female;18;Beauty;2;500;50
470;Wednesday;CUST470;Female;57;Clothing;2;500;500
534;Saturday;CUST534;Male;45;Clothing;2;500;600
589;Wednesday;CUST589;Female;36;Beauty;2;500;500
600;Sunday;CUST600;Female;59;Beauty;2;500;600
605;Monday;CUST605;Male;37;Electronics;2;500;200
621;Saturday;CUST621;Female;40;Beauty;2;500;900
660;Saturday;CUST660;Female;38;Beauty;2;500;50
662;Friday;CUST662;Male;48;Beauty;2;500;50
683;Wednesday;CUST683;Male;38;Beauty;2;500;600
684;Friday;CUST684;Female;28;Clothing;2;500;1000
709;Friday;CUST709;Female;19;Electronics;2;500;200
732;Saturday;CUST732;Male;61;Electronics;2;500;2000
779;Friday;CUST779;Female;56;Electronics;2;500;30
816;Saturday;CUST816;Male;47;Beauty;2;500;50
850;Friday;CUST850;Female;26;Beauty;2;500;1200
853;Thursday;CUST853;Male;21;Beauty;2;500;50
880;Monday;CUST880;Male;22;Beauty;2;500;1500
966;Monday;CUST966;Male;60;Electronics;2;500;75
986;Tuesday;CUST986;Female;49;Clothing;2;500;200
990;Thursday;CUST990;Female;58;Beauty;2;500;300
994;Monday;CUST994;Female;51;Beauty;2;500;60
4;Sunday;CUST004;Male;37;Clothing;1;500;75
21;Saturday;CUST021;Female;50;Beauty;1;500;120
28;Sunday;CUST028;Female;43;Beauty;1;500;50
88;Wednesday;CUST088;Male;56;Clothing;1;500;2000
91;Saturday;CUST091;Female;55;Electronics;1;500;1000
105;Tuesday;CUST105;Female;22;Electronics;1;500;900
128;Wednesday;CUST128;Male;25;Beauty;1;500;2000
130;Sunday;CUST130;Female;57;Clothing;1;500;100
220;Friday;CUST220;Male;64;Beauty;1;500;2000
238;Tuesday;CUST238;Female;39;Beauty;1;500;600
254;Friday;CUST254;Male;41;Electronics;1;500;200
279;Saturday;CUST279;Male;50;Clothing;1;500;100
283;Monday;CUST283;Female;18;Electronics;1;500;1000
319;Thursday;CUST319;Male;31;Clothing;1;500;60
322;Monday;CUST322;Male;51;Electronics;1;500;150
337;Monday;CUST337;Male;38;Clothing;1;500;1500
353;Sunday;CUST353;Male;31;Electronics;1;500;1200
355;Saturday;CUST355;Female;55;Electronics;1;500;2000
364;Wednesday;CUST364;Female;19;Beauty;1;500;150
384;Sunday;CUST384;Male;55;Clothing;1;500;300
394;Saturday;CUST394;Female;27;Clothing;1;500;1500
408;Saturday;CUST408;Female;64;Beauty;1;500;50
531;Thursday;CUST531;Male;31;Electronics;1;500;900
537;Saturday;CUST537;Female;21;Beauty;1;500;50
539;Thursday;CUST539;Male;25;Beauty;1;500;120
541;Saturday;CUST541;Male;56;Beauty;1;500;300
570;Tuesday;CUST570;Male;49;Clothing;1;500;100
612;Sunday;CUST612;Female;61;Electronics;1;500;100
638;Saturday;CUST638;Male;46;Electronics;1;500;100
655;Tuesday;CUST655;Female;55;Clothing;1;500;60
667;Tuesday;CUST667;Female;29;Electronics;1;500;300
697;Sunday;CUST697;Male;53;Clothing;1;500;900
707;Sunday;CUST707;Female;26;Clothing;1;500;1200
714;Sunday;CUST714;Female;18;Clothing;1;500;120
717;Saturday;CUST717;Male;57;Clothing;1;500;900
721;Sunday;CUST721;Female;52;Clothing;1;500;200
760;Monday;CUST760;Male;27;Beauty;1;500;25
761;Tuesday;CUST761;Female;33;Clothing;1;500;200
781;Saturday;CUST781;Male;35;Beauty;1;500;100
784;Saturday;CUST784;Female;34;Electronics;1;500;75
814;Tuesday;CUST814;Female;59;Clothing;1;500;50
818;Thursday;CUST818;Male;30;Electronics;1;500;90
845;Friday;CUST845;Male;54;Clothing;1;500;25
864;Thursday;CUST864;Female;51;Electronics;1;500;100
867;Tuesday;CUST867;Male;21;Electronics;1;500;1500
883;Tuesday;CUST883;Male;40;Electronics;1;500;200
904;Tuesday;CUST904;Male;28;Clothing;1;500;30
914;Wednesday;CUST914;Female;59;Electronics;1;500;900
934;Tuesday;CUST934;Male;30;Beauty;1;500;200
937;Monday;CUST937;Female;62;Beauty;1;500;900
984;Tuesday;CUST984;Male;56;Clothing;1;500;1500
31;Tuesday;CUST031;Male;44;Electronics;4;300;150
46;Monday;CUST046;Female;20;Electronics;4;300;25
58;Monday;CUST058;Male;18;Clothing;4;300;1200
67;Monday;CUST067;Female;48;Beauty;4;300;1000
99;Sunday;CUST099;Female;50;Electronics;4;300;25
107;Friday;CUST107;Female;21;Clothing;4;300;25
142;Thursday;CUST142;Male;35;Electronics;4;300;25
165;Thursday;CUST165;Female;60;Clothing;4;300;50
181;Friday;CUST181;Male;19;Electronics;4;300;200
202;Sunday;CUST202;Female;34;Clothing;4;300;200
292;Friday;CUST292;Male;20;Beauty;4;300;200
296;Wednesday;CUST296;Female;22;Clothing;4;300;1500
298;Thursday;CUST298;Male;27;Beauty;4;300;1500
308;Saturday;CUST308;Female;34;Beauty;4;300;1500
320;Wednesday;CUST320;Female;28;Electronics;4;300;60
332;Thursday;CUST332;Male;58;Electronics;4;300;1500
333;Sunday;CUST333;Female;54;Electronics;4;300;100
340;Thursday;CUST340;Female;36;Clothing;4;300;200
361;Sunday;CUST361;Female;34;Electronics;4;300;90
368;Wednesday;CUST368;Female;56;Clothing;4;300;90
405;Monday;CUST405;Female;25;Clothing;4;300;500
424;Thursday;CUST424;Male;57;Beauty;4;300;600
431;Sunday;CUST431;Male;63;Electronics;4;300;120
437;Saturday;CUST437;Female;35;Electronics;4;300;25
441;Tuesday;CUST441;Male;57;Beauty;4;300;50
459;Tuesday;CUST459;Male;28;Clothing;4;300;100
462;Saturday;CUST462;Male;63;Electronics;4;300;50
479;Thursday;CUST479;Male;52;Electronics;4;300;100
481;Tuesday;CUST481;Female;43;Electronics;4;300;60
482;Thursday;CUST482;Female;28;Clothing;4;300;90
484;Friday;CUST484;Female;19;Clothing;4;300;25
524;Tuesday;CUST524;Male;46;Beauty;4;300;150
553;Friday;CUST553;Male;24;Clothing;4;300;25
559;Sunday;CUST559;Female;40;Clothing;4;300;600
587;Thursday;CUST587;Female;40;Beauty;4;300;50
597;Tuesday;CUST597;Male;22;Beauty;4;300;1000
614;Saturday;CUST614;Female;39;Beauty;4;300;25
648;Monday;CUST648;Male;53;Beauty;4;300;1000
663;Monday;CUST663;Male;23;Clothing;4;300;500
669;Monday;CUST669;Male;24;Beauty;4;300;1500
682;Saturday;CUST682;Male;46;Beauty;4;300;300
716;Tuesday;CUST716;Female;60;Clothing;4;300;75
726;Saturday;CUST726;Male;47;Clothing;4;300;25
729;Tuesday;CUST729;Male;29;Clothing;4;300;900
756;Sunday;CUST756;Female;62;Electronics;4;300;100
757;Monday;CUST757;Female;43;Electronics;4;300;90
800;Friday;CUST800;Male;32;Clothing;4;300;50
828;Saturday;CUST828;Female;33;Electronics;4;300;60
839;Saturday;CUST839;Female;20;Electronics;4;300;900
847;Saturday;CUST847;Female;18;Electronics;4;300;50
862;Wednesday;CUST862;Male;28;Electronics;4;300;50
908;Friday;CUST908;Male;46;Beauty;4;300;200
928;Wednesday;CUST928;Female;35;Clothing;4;300;300
943;Monday;CUST943;Female;57;Clothing;4;300;2000
20;Sunday;CUST020;Male;22;Clothing;3;300;500
30;Sunday;CUST030;Female;39;Beauty;3;300;30
35;Saturday;CUST035;Female;58;Beauty;3;300;1000
36;Saturday;CUST036;Male;52;Beauty;3;300;2000
42;Friday;CUST042;Male;22;Clothing;3;300;50
48;Tuesday;CUST048;Male;54;Electronics;3;300;200
56;Wednesday;CUST056;Female;26;Clothing;3;300;60
110;Sunday;CUST110;Male;27;Clothing;3;300;50
133;Thursday;CUST133;Male;20;Electronics;3;300;120
154;Monday;CUST154;Male;51;Electronics;3;300;60
171;Friday;CUST171;Female;52;Clothing;3;300;900
180;Sunday;CUST180;Male;41;Clothing;3;300;900
183;Friday;CUST183;Female;43;Beauty;3;300;60
196;Saturday;CUST196;Female;32;Clothing;3;300;90
198;Tuesday;CUST198;Female;54;Beauty;3;300;30
243;Tuesday;CUST243;Female;47;Electronics;3;300;2000
248;Thursday;CUST248;Male;26;Clothing;3;300;300
264;Saturday;CUST264;Male;47;Clothing;3;300;120
265;Monday;CUST265;Male;55;Clothing;3;300;100
295;Friday;CUST295;Female;27;Beauty;3;300;50
323;Thursday;CUST323;Female;29;Beauty;3;300;1000
334;Wednesday;CUST334;Male;31;Electronics;3;300;1000
407;Sunday;CUST407;Female;46;Electronics;3;300;100
409;Monday;CUST409;Female;21;Electronics;3;300;100
417;Tuesday;CUST417;Male;43;Electronics;3;300;100
430;Monday;CUST430;Female;43;Electronics;3;300;500
435;Wednesday;CUST435;Female;30;Beauty;3;300;1500
457;Friday;CUST457;Female;58;Beauty;3;300;2000
472;Tuesday;CUST472;Female;38;Beauty;3;300;200
488;Sunday;CUST488;Female;51;Electronics;3;300;500
491;Tuesday;CUST491;Female;60;Electronics;3;300;200
509;Monday;CUST509;Female;37;Electronics;3;300;25
515;Monday;CUST515;Female;49;Clothing;3;300;50
540;Friday;CUST540;Female;46;Electronics;3;300;100
550;Thursday;CUST550;Male;40;Clothing;3;300;120
551;Friday;CUST551;Male;45;Electronics;3;300;60
567;Wednesday;CUST567;Female;25;Clothing;3;300;600
582;Tuesday;CUST582;Male;35;Clothing;3;300;600
590;Friday;CUST590;Male;36;Clothing;3;300;1200
624;Saturday;CUST624;Female;34;Beauty;3;300;90
635;Thursday;CUST635;Female;63;Electronics;3;300;90
678;Saturday;CUST678;Female;60;Electronics;3;300;900
680;Sunday;CUST680;Female;53;Clothing;3;300;1200
690;Sunday;CUST690;Female;52;Clothing;3;300;1000
708;Saturday;CUST708;Female;43;Beauty;3;300;1200
722;Friday;CUST722;Male;20;Beauty;3;300;1000
727;Thursday;CUST727;Male;55;Beauty;3;300;200
766;Saturday;CUST766;Male;38;Electronics;3;300;120
782;Sunday;CUST782;Male;59;Clothing;3;300;600
788;Tuesday;CUST788;Female;52;Beauty;3;300;90
806;Monday;CUST806;Female;35;Beauty;3;300;60
827;Thursday;CUST827;Male;61;Beauty;3;300;30
886;Sunday;CUST886;Male;37;Electronics;3;300;50
891;Wednesday;CUST891;Male;41;Electronics;3;300;50
911;Sunday;CUST911;Male;42;Electronics;3;300;1200
923;Friday;CUST923;Male;32;Beauty;3;300;25
950;Tuesday;CUST950;Male;36;Clothing;3;300;25
954;Monday;CUST954;Female;50;Electronics;3;300;100
964;Tuesday;CUST964;Male;24;Clothing;3;300;120
968;Friday;CUST968;Female;48;Clothing;3;300;1500
969;Wednesday;CUST969;Female;40;Clothing;3;300;120
987;Saturday;CUST987;Female;30;Clothing;3;300;60
9;Wednesday;CUST009;Male;63;Electronics;2;300;50
96;Tuesday;CUST096;Female;44;Clothing;2;300;90
101;Sunday;CUST101;Male;32;Clothing;2;300;25
129;Sunday;CUST129;Female;21;Beauty;2;300;500
131;Monday;CUST131;Female;21;Beauty;2;300;1200
136;Monday;CUST136;Male;44;Electronics;2;300;50
158;Monday;CUST158;Female;44;Electronics;2;300;500
221;Sunday;CUST221;Male;39;Beauty;2;300;900
233;Friday;CUST233;Female;51;Beauty;2;300;150
290;Wednesday;CUST290;Female;30;Beauty;2;300;50
291;Sunday;CUST291;Male;60;Clothing;2;300;75
302;Friday;CUST302;Male;57;Beauty;2;300;150
348;Sunday;CUST348;Female;35;Electronics;2;300;100
373;Tuesday;CUST373;Female;25;Beauty;2;300;100
380;Saturday;CUST380;Male;56;Electronics;2;300;200
386;Wednesday;CUST386;Female;54;Electronics;2;300;90
392;Friday;CUST392;Male;27;Clothing;2;300;1200
398;Tuesday;CUST398;Female;48;Clothing;2;300;1200
402;Tuesday;CUST402;Female;41;Clothing;2;300;900
403;Saturday;CUST403;Male;32;Clothing;2;300;120
440;Thursday;CUST440;Male;64;Clothing;2;300;150
443;Wednesday;CUST443;Male;29;Clothing;2;300;500
464;Friday;CUST464;Male;38;Electronics;2;300;100
496;Thursday;CUST496;Male;23;Clothing;2;300;50
508;Friday;CUST508;Male;58;Beauty;2;300;1200
543;Wednesday;CUST543;Male;49;Beauty;2;300;200
594;Friday;CUST594;Female;19;Electronics;2;300;2000
610;Tuesday;CUST610;Female;26;Beauty;2;300;50
637;Friday;CUST637;Male;43;Clothing;2;300;30
649;Thursday;CUST649;Female;58;Clothing;2;300;30
702;Thursday;CUST702;Female;60;Clothing;2;300;1000
838;Saturday;CUST838;Male;47;Electronics;2;300;25
842;Tuesday;CUST842;Female;47;Clothing;2;300;600
899;Thursday;CUST899;Male;26;Clothing;2;300;50
976;Tuesday;CUST976;Female;48;Beauty;2;300;75
24;Wednesday;CUST024;Female;49;Clothing;1;300;90
43;Friday;CUST043;Female;48;Clothing;1;300;1000
52;Sunday;CUST052;Female;36;Beauty;1;300;500
68;Friday;CUST068;Male;25;Electronics;1;300;200
70;Tuesday;CUST070;Female;43;Clothing;1;300;500
79;Tuesday;CUST079;Male;34;Beauty;1;300;1500
147;Thursday;CUST147;Male;23;Electronics;1;300;75
168;Friday;CUST168;Male;53;Clothing;1;300;300
174;Wednesday;CUST174;Female;39;Beauty;1;300;50
179;Friday;CUST179;Male;31;Electronics;1;300;100
240;Monday;CUST240;Female;23;Beauty;1;300;1200
252;Friday;CUST252;Male;54;Electronics;1;300;25
270;Wednesday;CUST270;Male;43;Electronics;1;300;25
358;Tuesday;CUST358;Female;32;Beauty;1;300;500
365;Sunday;CUST365;Male;31;Clothing;1;300;300
378;Wednesday;CUST378;Male;50;Beauty;1;300;100
401;Wednesday;CUST401;Female;62;Clothing;1;300;50
445;Sunday;CUST445;Female;53;Electronics;1;300;1200
514;Wednesday;CUST514;Female;18;Electronics;1;300;1500
523;Sunday;CUST523;Female;62;Electronics;1;300;60
555;Thursday;CUST555;Male;25;Beauty;1;300;25
568;Sunday;CUST568;Female;51;Electronics;1;300;1500
596;Tuesday;CUST596;Female;64;Electronics;1;300;600
602;Saturday;CUST602;Female;20;Electronics;1;300;75
625;Friday;CUST625;Male;31;Clothing;1;300;50
641;Thursday;CUST641;Female;40;Electronics;1;300;30
674;Sunday;CUST674;Female;38;Clothing;1;300;200
687;Thursday;CUST687;Female;53;Electronics;1;300;300
698;Wednesday;CUST698;Female;64;Electronics;1;300;25
725;Monday;CUST725;Male;61;Electronics;1;300;600
741;Thursday;CUST741;Male;48;Clothing;1;300;100
783;Sunday;CUST783;Female;56;Clothing;1;300;1000
794;Sunday;CUST794;Female;60;Beauty;1;300;90
795;Tuesday;CUST795;Male;57;Electronics;1;300;500
821;Tuesday;CUST821;Male;49;Electronics;1;300;1500
826;Thursday;CUST826;Female;46;Clothing;1;300;600
852;Thursday;CUST852;Female;41;Clothing;1;300;30
865;Thursday;CUST865;Female;42;Clothing;1;300;25
868;Wednesday;CUST868;Female;25;Electronics;1;300;50
881;Friday;CUST881;Male;22;Electronics;1;300;100
905;Sunday;CUST905;Male;58;Beauty;1;300;50
909;Sunday;CUST909;Male;26;Electronics;1;300;600
925;Sunday;CUST925;Male;25;Electronics;1;300;1000
939;Monday;CUST939;Female;46;Electronics;1;300;500
947;Thursday;CUST947;Male;50;Beauty;1;300;1000
983;Wednesday;CUST983;Female;29;Clothing;1;300;30
10;Saturday;CUST010;Female;52;Clothing;4;50;25
38;Tuesday;CUST038;Male;38;Beauty;4;50;600
61;Sunday;CUST061;Male;21;Beauty;4;50;60
75;Thursday;CUST075;Male;61;Beauty;4;50;200
82;Tuesday;CUST082;Female;32;Beauty;4;50;300
121;Sunday;CUST121;Female;28;Electronics;4;50;600
132;Sunday;CUST132;Male;42;Electronics;4;50;600
138;Thursday;CUST138;Male;49;Clothing;4;50;1000
146;Monday;CUST146;Male;38;Clothing;4;50;1200
159;Wednesday;CUST159;Male;26;Clothing;4;50;100
184;Tuesday;CUST184;Male;31;Electronics;4;50;900
186;Wednesday;CUST186;Male;20;Clothing;4;50;500
194;Wednesday;CUST194;Male;55;Clothing;4;50;900
197;Monday;CUST197;Female;42;Clothing;4;50;100
208;Wednesday;CUST208;Female;34;Electronics;4;50;200
209;Wednesday;CUST209;Female;30;Electronics;4;50;2000
210;Thursday;CUST210;Male;37;Electronics;4;50;75
217;Sunday;CUST217;Female;35;Electronics;4;50;100
251;Thursday;CUST251;Female;57;Beauty;4;50;60
259;Wednesday;CUST259;Female;45;Clothing;4;50;2000
282;Friday;CUST282;Female;64;Electronics;4;50;900
284;Wednesday;CUST284;Male;43;Clothing;4;50;1000
300;Tuesday;CUST300;Female;19;Electronics;4;50;90
330;Monday;CUST330;Female;25;Beauty;4;50;2000
341;Sunday;CUST341;Male;31;Clothing;4;50;1500
354;Saturday;CUST354;Female;49;Beauty;4;50;90
377;Thursday;CUST377;Female;46;Clothing;4;50;25
400;Friday;CUST400;Male;53;Clothing;4;50;1200
411;Tuesday;CUST411;Male;62;Electronics;4;50;120
428;Tuesday;CUST428;Female;40;Electronics;4;50;150
433;Monday;CUST433;Male;29;Beauty;4;50;25
449;Monday;CUST449;Male;25;Electronics;4;50;200
494;Monday;CUST494;Female;42;Beauty;4;50;50
510;Saturday;CUST510;Female;39;Beauty;4;50;900
546;Wednesday;CUST546;Female;36;Electronics;4;50;1200
569;Tuesday;CUST569;Male;52;Electronics;4;50;1000
584;Friday;CUST584;Female;27;Beauty;4;50;200
604;Monday;CUST604;Female;29;Electronics;4;50;50
628;Wednesday;CUST628;Female;19;Beauty;4;50;900
639;Saturday;CUST639;Female;62;Beauty;4;50;120
686;Wednesday;CUST686;Female;28;Electronics;4;50;1200
696;Wednesday;CUST696;Female;50;Clothing;4;50;30
723;Saturday;CUST723;Female;54;Beauty;4;50;75
740;Sunday;CUST740;Female;25;Beauty;4;50;600
765;Friday;CUST765;Male;43;Clothing;4;50;1200
785;Friday;CUST785;Female;31;Beauty;4;50;100
801;Thursday;CUST801;Male;21;Clothing;4;50;600
807;Friday;CUST807;Female;50;Electronics;4;50;90
817;Tuesday;CUST817;Male;30;Beauty;4;50;300
820;Saturday;CUST820;Male;49;Electronics;4;50;50
833;Friday;CUST833;Male;42;Beauty;4;50;2000
835;Thursday;CUST835;Male;37;Clothing;4;50;60
860;Monday;CUST860;Male;63;Clothing;4;50;200
903;Thursday;CUST903;Female;51;Beauty;4;50;50
917;Monday;CUST917;Female;57;Electronics;4;50;30
930;Wednesday;CUST930;Male;54;Clothing;4;50;1500
936;Tuesday;CUST936;Male;57;Beauty;4;50;1000
938;Sunday;CUST938;Male;49;Clothing;4;50;25
961;Tuesday;CUST961;Male;53;Beauty;4;50;100
965;Thursday;CUST965;Male;22;Clothing;4;50;60
971;Tuesday;CUST971;Female;27;Electronics;4;50;900
975;Thursday;CUST975;Female;56;Clothing;4;50;100
1;Friday;CUST001;Male;34;Beauty;3;50;1200
34;Sunday;CUST034;Female;51;Clothing;3;50;50
60;Monday;CUST060;Male;30;Beauty;3;50;1000
85;Monday;CUST085;Male;31;Clothing;3;50;1200
119;Monday;CUST119;Female;60;Clothing;3;50;1500
163;Monday;CUST163;Female;64;Clothing;3;50;600
167;Sunday;CUST167;Female;43;Clothing;3;50;150
200;Friday;CUST200;Male;27;Beauty;3;50;100
231;Wednesday;CUST231;Female;23;Clothing;3;50;150
324;Friday;CUST324;Female;52;Electronics;3;50;25
327;Friday;CUST327;Male;57;Electronics;3;50;75
336;Tuesday;CUST336;Female;52;Beauty;3;50;1000
426;Friday;CUST426;Male;23;Electronics;3;50;150
465;Sunday;CUST465;Female;43;Electronics;3;50;900
467;Sunday;CUST467;Female;53;Electronics;3;50;50
471;Thursday;CUST471;Male;32;Clothing;3;50;1500
490;Sunday;CUST490;Male;34;Clothing;3;50;75
502;Sunday;CUST502;Male;43;Electronics;3;50;2000
504;Tuesday;CUST504;Female;38;Beauty;3;50;120
529;Wednesday;CUST529;Female;35;Clothing;3;50;60
538;Sunday;CUST538;Male;18;Clothing;3;50;1200
554;Sunday;CUST554;Female;46;Beauty;3;50;2000
576;Monday;CUST576;Female;33;Beauty;3;50;1200
623;Friday;CUST623;Male;34;Clothing;3;50;1200
651;Saturday;CUST651;Male;51;Clothing;3;50;30
666;Thursday;CUST666;Male;51;Electronics;3;50;1200
668;Friday;CUST668;Female;62;Electronics;3;50;30
671;Sunday;CUST671;Male;62;Electronics;3;50;25
695;Saturday;CUST695;Female;22;Electronics;3;50;2000
724;Wednesday;CUST724;Male;61;Clothing;3;50;900
728;Friday;CUST728;Male;51;Electronics;3;50;30
748;Monday;CUST748;Male;25;Clothing;3;50;150
777;Wednesday;CUST777;Male;48;Electronics;3;50;900
813;Tuesday;CUST813;Male;52;Electronics;3;50;100
